cell_index,cell_label,n_seeds,epoch,override_misreporting.fine_multiplier,override_misreporting.audit_probability,total_production_mean,total_production_median,total_production_p10,total_production_p90,gini_coefficient_mean,gini_coefficient_median,gini_coefficient_p10,gini_coefficient_p90,welfare_mean,welfare_median,welfare_p10,welfare_p90,total_tax_revenue_mean,total_tax_revenue_median,total_tax_revenue_p10,total_tax_revenue_p90,total_audits_mean,total_audits_median,total_audits_p10,total_audits_p90,total_catches_mean,total_catches_median,total_catches_p10,total_catches_p90,bunching_intensity_mean,bunching_intensity_median,bunching_intensity_p10,bunching_intensity_p90,enforcement_cost_mean,enforcement_cost_median,enforcement_cost_p10,enforcement_cost_p90
12,fine_multiplier=4.0_audit_probability=0.05,50,12,4.0,0.05,597.617547348736,619.35,412.33,752.48,0.5328720798333815,0.5315086835500982,0.4446538222538002,0.628853884064847,42.42053162785017,43.966036454344774,29.140003696522957,53.49861871891118,183.45425385820684,190.68302579816987,107.48146120360362,249.60863545568606,3.6,3.5,1.9,6.0,0.42,0.0,0.0,1.0,0.018571428571428572,0.0,0.0,0.07142857142857142,1.8,1.75,0.95,3.0
12,fine_multiplier=4.0_audit_probability=0.05,50,13,4.0,0.05,629.8027657996616,650.8,425.81,807.3,0.5347951721551336,0.5271690252478543,0.4676947063584153,0.6205801053029798,44.71851425675541,46.22469172402619,30.10442694735795,57.42343175844689,201.10303007438833,199.92211571433768,125.22499060622046,276.715438185699,3.62,4.0,1.9,5.1,0.46,0.0,0.0,1.0,0.012857142857142857,0.0,0.0,0.07142857142857142,1.81,2.0,0.95,2.55
12,fine_multiplier=4.0_audit_probability=0.05,50,14,4.0,0.05,659.6238460219133,688.0999999999999,449.87,844.8819,0.5381756132761946,0.5287103112802221,0.46858023122669823,0.616932197195422,46.846901194927135,48.88596468507106,31.817314883721764,60.07303712377626,221.13872348315735,220.9074852727583,133.47083544891765,298.83652770924834,3.36,3.0,1.0,6.0,0.38,0.0,0.0,1.0,0.022857142857142857,0.0,0.0,0.07142857142857142,1.68,1.5,0.5,3.0
12,fine_multiplier=4.0_audit_probability=0.05,50,15,4.0,0.05,701.8243415937953,720.3,487.56,964.271112177222,0.5361982091921115,0.5289221210058714,0.45788988840377465,0.6239147139964474,49.86221100924647,51.14360019528608,34.52140624317315,68.63783969053323,244.17026488321667,235.41666442966454,142.20739684221198,359.4261589689522,3.46,3.0,1.0,6.0,0.3,0.0,0.0,1.0,0.01714285714285714,0.0,0.0,0.07142857142857142,1.73,1.5,0.5,3.0
12,fine_multiplier=4.0_audit_probability=0.05,50,16,4.0,0.05,725.1085185124098,751.0,498.24,890.61,0.5440406587337695,0.5502823325397357,0.47286178357231323,0.6174275953260371,51.521445278662384,53.38039705399789,35.31317799662825,63.37277784054989,256.3023972604786,264.91505373100665,146.35722402558847,334.7883745575221,3.72,4.0,2.0,5.1,0.48,0.0,0.0,1.1,0.015714285714285712,0.0,0.0,0.07142857142857142,1.86,2.0,1.0,2.55
12,fine_multiplier=4.0_audit_probability=0.05,50,17,4.0,0.05,761.5512890161772,771.4000000000001,543.416314496309,1034.1226155051743,0.5410274885009928,0.5462614461935769,0.4570507055428426,0.6223778574030531,54.12600689976216,54.83354390956565,38.539992707686494,73.62227352482184,280.63170056313504,284.48231792362924,167.5290859186091,398.10181712796884,3.76,4.0,2.0,5.0,0.24,0.0,0.0,1.0,0.024285714285714285,0.0,0.0,0.07142857142857142,1.88,2.0,1.0,2.5
12,fine_multiplier=4.0_audit_probability=0.05,50,18,4.0,0.05,800.4130778445852,805.41808886525,539.515886953054,1030.818330350664,0.5408181815089597,0.5426591053514378,0.47201802735454473,0.6196665534618652,56.90195361243018,57.27311308171687,38.23519119672813,73.39103448004263,303.5034178577321,303.12430019923204,191.30470629855165,431.0769528496029,3.64,4.0,1.0,5.1,0.36,0.0,0.0,1.0,0.018571428571428572,0.0,0.0,0.07142857142857142,1.82,2.0,0.5,2.55
12,fine_multiplier=4.0_audit_probability=0.05,50,19,4.0,0.05,814.0585675999075,825.25,554.74,1076.8471562500001,0.5405889917316999,0.5424671577503473,0.46778449674027045,0.6100348403683765,57.876746046984685,58.68996588341541,39.35102512416742,76.6792881986653,311.97934211511426,314.7650876438163,178.2497653674539,426.0905010546054,3.66,4.0,2.0,6.0,0.44,0.0,0.0,1.0,0.02,0.0,0.0,0.07142857142857142,1.83,2.0,1.0,3.0
12,fine_multiplier=4.0_audit_probability=0.05,50,20,4.0,0.05,847.0505669617319,835.3499999999999,623.8299999999999,1105.5689999999997,0.5374624475156815,0.5363363023570404,0.46025374377533396,0.618435209532521,60.23488070208015,59.40252435204728,44.245725866057654,78.72505729064954,335.2203070793422,326.2897941997252,211.80299985146982,449.64326761927254,3.02,3.0,1.0,5.0,0.28,0.0,0.0,1.0,0.012857142857142857,0.0,0.0,0.07142857142857142,1.51,1.5,0.5,2.5
12,fine_multiplier=4.0_audit_probability=0.05,50,21,4.0,0.05,854.3328210173564,875.05,529.06,1061.2196147759587,0.534404954888851,0.5379469052031726,0.46193616352070577,0.5954438971853925,60.756570452366745,62.245358590645594,37.50538814388355,75.56481299385014,341.566311494757,346.80297328869597,205.28805377613298,476.9426374477861,3.6,4.0,1.9,6.0,0.44,0.0,0.0,1.0,0.015714285714285712,0.0,0.0,0.07142857142857142,1.8,2.0,0.95,3.0
12,fine_multiplier=4.0_audit_probability=0.05,50,22,4.0,0.05,879.5359532600053,894.65,604.3341552362459,1198.2983749999999,0.5314290977996301,0.5325259935983638,0.46070626029791767,0.6135799511081919,62.55828211252913,63.6301065941158,42.85301252599438,85.38221837146342,360.21510755502874,354.19957125938174,219.09709057005995,490.45902802234326,3.62,3.0,2.0,6.0,0.5,0.0,0.0,1.0,0.01714285714285714,0.0,0.0,0.07142857142857142,1.81,1.5,1.0,3.0
12,fine_multiplier=4.0_audit_probability=0.05,50,23,4.0,0.05,900.2732887810268,903.55,687.30425,1128.2992211760175,0.5330657994877533,0.534119352887839,0.44933745844995493,0.6129538144181711,64.03870201318661,64.28374724174554,48.791962789797836,80.36129492812283,380.93187511722857,380.6472898024963,270.4467145919332,486.52164979027026,3.7,4.0,1.0,6.0,0.24,0.0,0.0,1.0,0.014285714285714285,0.0,0.0,0.07142857142857142,1.85,2.0,0.5,3.0
12,fine_multiplier=4.0_audit_probability=0.05,50,24,4.0,0.05,895.413346372402,909.1500000000001,641.72070329717,1180.8515,0.5285266571899363,0.5204945164763292,0.45468729506337896,0.6210704836185316,63.693832840862314,64.67900826550425,45.52057501961015,84.11251057917428,378.35235921202496,362.2312421960632,248.84367473892547,538.4600252352636,3.46,3.0,2.0,5.1,0.36,0.0,0.0,1.0,0.00857142857142857,0.0,0.0,0.07142857142857142,1.73,1.5,1.0,2.55
12,fine_multiplier=4.0_audit_probability=0.05,50,25,4.0,0.05,923.0977406977389,931.55,653.8856318879507,1174.5915,0.526367012793455,0.5268104054198295,0.451841081208171,0.6000451048964073,65.67236940058463,66.28936199519305,46.400224349195184,83.63789384551048,395.68438801499775,400.29386061281696,261.81726368955714,523.9177293380885,3.66,4.0,1.9,5.0,0.44,0.0,0.0,1.0,0.005714285714285714,0.0,0.0,0.0,1.83,2.0,0.95,2.5
12,fine_multiplier=4.0_audit_probability=0.05,50,26,4.0,0.05,937.3374236329842,937.85,678.17,1229.8355000000001,0.5257683408382431,0.5279566264298448,0.4370133334549832,0.6146132826968838,66.6897889462226,66.73261120532511,48.13490357520437,87.61278496030236,412.2697206860526,405.17385433164634,276.3380935819107,570.9022814595269,3.7,4.0,2.0,6.0,0.4,0.0,0.0,1.0,0.011428571428571429,0.0,0.0,0.07142857142857142,1.85,2.0,1.0,3.0
12,fine_multiplier=4.0_audit_probability=0.05,50,27,4.0,0.05,933.8072959964737,929.1625,703.2255373861074,1183.6200000000001,0.5246118647236229,0.5292128558932352,0.43320531276323626,0.6092381364739143,66.43821521024346,66.0857826392537,49.92588452055922,84.34314085822271,415.609976357994,412.7329474167505,287.1631769591384,555.9054934889979,4.06,4.0,2.0,6.0,0.42,0.0,0.0,1.0,0.018571428571428572,0.0,0.0,0.07142857142857142,2.03,2.0,1.0,3.0
12,fine_multiplier=4.0_audit_probability=0.05,50,28,4.0,0.05,978.7545447910226,965.3723749999999,674.3935,1307.5768749999997,0.516114350724405,0.5154008412398221,0.42558202806008694,0.6204981434190561,69.65298173828226,68.68201572979433,47.858281853706906,93.18805357815113,446.02011638834125,442.5320332139892,297.32765640280036,624.2146041469639,3.74,3.0,2.0,6.1,0.54,0.0,0.0,1.0,0.002857142857142857,0.0,0.0,0.0,1.87,1.5,1.0,3.05
12,fine_multiplier=4.0_audit_probability=0.05,50,29,4.0,0.05,963.3321955491623,965.42064375,688.52,1270.644625,0.520660956358343,0.5269192371564704,0.4288126230648109,0.6091657136922872,68.54911206104671,68.698066696947,48.87535762162202,90.50689647458543,446.3727911704551,443.1591495125233,295.25121947384116,573.7857050171376,3.72,4.0,1.0,6.0,0.34,0.0,0.0,1.0,0.012857142857142857,0.0,0.0,0.07142857142857142,1.86,2.0,0.5,3.0
13,fine_multiplier=4.0_audit_probability=0.2,50,0,4.0,0.2,88.876,89.05,75.26,100.73,0.25497115484608157,0.25586079053186517,0.1934081629218094,0.3312488270769687,6.220800136862674,6.2299605551642205,5.244618502797588,7.081021653236398,9.14344,8.99,7.3389999999999995,10.636000000000001,11.78,12.0,10.0,13.0,1.42,1.0,1.0,2.0,0.04285714285714286,0.0,0.0,0.14285714285714285,5.89,6.0,5.0,6.5
13,fine_multiplier=4.0_audit_probability=0.2,50,1,4.0,0.2,123.634,119.35,94.39,159.98,0.4551931442906769,0.455009778624939,0.3943985829013343,0.5201464778240285,8.603403427854662,8.2951607864446,6.507252026414818,11.19701339014645,14.74445248,14.562679999999999,9.642060800000001,20.083408,13.18,13.0,12.0,14.0,1.64,2.0,1.0,2.0,0.03,0.0,0.0,0.07142857142857142,6.59,6.5,6.0,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,2,4.0,0.2,175.424,172.0,132.01999999999998,222.05,0.5127786792131562,0.5170704221626184,0.42426576754241546,0.60313038768422,12.273896374679136,12.035958819521735,9.118202663304702,15.616833852316693,24.976588567408108,25.1809,14.493013600000001,33.35271759999999,13.4,14.0,12.0,14.0,1.62,2.0,1.0,2.0,0.025714285714285714,0.0,0.0,0.07142857142857142,6.7,7.0,6.0,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,3,4.0,0.2,210.264,209.8,148.53000000000003,269.89,0.534141999251,0.5368627637651754,0.45233093427485066,0.6007485944639364,14.751786143231643,14.710462647611521,10.338208649542482,19.056525348261463,34.947636951486146,34.06912,21.612946611750004,49.99008795,13.84,14.0,13.0,14.0,0.72,1.0,0.0,2.0,0.05285714285714285,0.07142857142857142,0.0,0.07142857142857142,6.92,7.0,6.5,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,4,4.0,0.2,254.36599999999999,248.75,193.55,320.35,0.534072887126518,0.5316624824403384,0.45458435929872676,0.6158143366434211,17.90196355643674,17.491450821349968,13.524888804461082,22.647065539963627,47.53798459992442,45.629458840249995,32.58087458684926,66.1920979113715,13.8,14.0,13.0,14.0,0.28,0.0,0.0,1.0,0.06285714285714285,0.07142857142857142,0.0,0.14285714285714285,6.9,7.0,6.5,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,5,4.0,0.2,299.34871725,287.45,225.0,386.7,0.5288557674780682,0.5267171839399551,0.45291997371083076,0.6077854522217994,21.117623348403825,20.27826615605566,15.777692666672747,27.324070737119396,59.99587255781085,58.16975703093125,38.579354061107495,86.052974226,13.9,14.0,13.9,14.0,1.24,1.0,0.0,2.0,0.04714285714285714,0.07142857142857142,0.0,0.07142857142857142,6.95,7.0,6.95,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,6,4.0,0.2,326.996,336.65,244.87,414.84,0.5352368775746719,0.544039478286074,0.4660728935860671,0.6208851367615223,23.089238704069807,23.797885550512767,17.216404118333273,29.361685321836653,72.89539383440005,73.2130475282369,45.17892630682878,102.25002514695878,13.86,14.0,13.0,14.0,0.62,0.5,0.0,2.0,0.04285714285714286,0.07142857142857142,0.0,0.07142857142857142,6.93,7.0,6.5,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,7,4.0,0.2,358.792336,365.5,251.92,463.3999999999999,0.5412118955515409,0.5434279576748907,0.46990110111647637,0.620498463755506,25.35741805222423,25.820597732459504,17.703868950810545,32.859829102300544,87.31780181218116,84.00804399602353,52.34668131241028,130.6593512923759,13.9,14.0,13.9,14.0,0.18,0.0,0.0,1.0,0.041428571428571426,0.0,0.0,0.07857142857142856,6.95,7.0,6.95,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,8,4.0,0.2,400.44599999999997,396.0,295.76,492.9,0.5390017794804879,0.5297157040132261,0.46972226382333354,0.6178583374296545,28.333784824545468,28.011477498830992,20.882246265365914,34.90516884529509,101.39754877650373,97.73196738330485,63.62724706886171,139.39631588900124,13.98,14.0,14.0,14.0,1.18,1.0,0.0,2.0,0.04,0.0,0.0,0.07142857142857142,6.99,7.0,7.0,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,9,4.0,0.2,432.116,430.2,305.16999999999996,530.6199999999999,0.5423217219591835,0.5347486097835848,0.46392912533587255,0.6327012436773872,30.594267710448978,30.456515365141662,21.529207620989805,37.654143337990455,118.54248590199676,114.09705014300805,72.26265662906121,161.1009503191084,13.94,14.0,14.0,14.0,0.66,1.0,0.0,2.0,0.018571428571428572,0.0,0.0,0.07142857142857142,6.97,7.0,7.0,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,10,4.0,0.2,456.5486004792665,466.70000000000005,298.93,555.09,0.5483060686147285,0.5439204172483465,0.45996514831317775,0.6384897132466177,32.33646128564024,33.05456598119984,21.031650156884293,39.414340629394076,133.1088892890583,135.5173561218126,78.2140391263994,177.4431688276176,13.98,14.0,14.0,14.0,0.18,0.0,0.0,1.0,0.027142857142857142,0.0,0.0,0.07142857142857142,6.99,7.0,7.0,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,11,4.0,0.2,495.20810255206925,490.29999999999995,351.60648466269,632.09,0.5438133605173955,0.5397795194268951,0.45835076540033176,0.6334039986720854,35.1001006448891,34.75131984016862,24.798046905141817,44.851290434490345,146.9054879022849,145.09059478265027,93.33212343575343,201.59138188513606,13.98,14.0,14.0,14.0,1.16,1.0,0.0,2.0,0.045714285714285714,0.0,0.0,0.14285714285714285,6.99,7.0,7.0,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,12,4.0,0.2,519.867309973736,537.5,327.62,657.90654986868,0.5492717538460328,0.5475383336650295,0.4667486152926073,0.6346242347064943,36.85874340691527,38.09904926051026,23.105126964036273,46.696766600522075,163.5673185364615,162.51245074780275,87.89006343067734,214.96364386673744,14.0,14.0,14.0,14.0,0.66,1.0,0.0,2.0,0.027142857142857142,0.0,0.0,0.07142857142857142,7.0,7.0,7.0,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,13,4.0,0.2,542.5133289259117,558.0,336.24,707.54,0.5529408024244435,0.5461200559761807,0.4734577244346643,0.6348588653040441,38.474481664924326,39.59212781709249,23.69737709291217,50.265229677286754,179.0569164138275,178.5616830677286,100.29386624487215,241.34633238231226,13.98,14.0,14.0,14.0,0.18,0.0,0.0,1.0,0.031428571428571424,0.0,0.0,0.07142857142857142,6.99,7.0,7.0,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,14,4.0,0.2,579.0524460219133,600.1,365.93,764.533,0.5529940278269714,0.5524932831011884,0.46911071507381336,0.6269491869845861,41.08439198765175,42.61410813154089,25.86298433239558,54.34365406510811,193.0501592347353,193.31787495020677,100.0899074266934,256.3945145196713,13.96,14.0,14.0,14.0,1.16,1.0,0.0,2.0,0.03,0.0,0.0,0.07142857142857142,6.98,7.0,7.0,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,15,4.0,0.2,608.4430457676349,613.2,395.59,779.6360732938863,0.5492565547446806,0.5486068286789413,0.47496330870627135,0.6315690208477414,43.185589277458725,43.524104517407,27.98617319265832,55.399219714982735,213.77988518381497,202.74680350584458,117.42185244550639,300.3742112698785,13.98,14.0,14.0,14.0,0.66,1.0,0.0,2.0,0.025714285714285714,0.0,0.0,0.07142857142857142,6.99,7.0,7.0,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,16,4.0,0.2,629.4099568938757,646.5,384.07,820.0325,0.5638823922887826,0.5700996614586071,0.4711292477047423,0.6344414080385514,44.67591286770387,45.88381836198903,27.122981097874025,58.2849279958004,230.74746943160767,228.79920647821967,125.73437799614432,309.4915645375612,13.98,14.0,14.0,14.0,0.18,0.0,0.0,1.0,0.031428571428571424,0.0,0.0,0.07142857142857142,6.99,7.0,7.0,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,17,4.0,0.2,670.6824944318627,682.7,424.98,860.22,0.5571436798395146,0.5603233640241099,0.47839818158770553,0.6370539789711764,47.627320619499,48.50579204150327,30.04896879330592,61.17773792728204,246.30292379833836,245.584402234795,146.4492557676688,330.03362487645165,13.98,14.0,14.0,14.0,1.14,1.0,0.0,2.0,0.037142857142857144,0.0,0.0,0.07857142857142856,6.99,7.0,7.0,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,18,4.0,0.2,700.2965896857745,695.05,446.06,932.507375,0.5583974569812638,0.5651521860624369,0.480686834153185,0.6241798110864949,49.74198624906469,49.35361685173487,31.571543019736165,66.34925113832438,269.8723620392493,261.2773280727257,152.4702917093166,386.339305888044,13.96,14.0,14.0,14.0,0.66,1.0,0.0,2.0,0.02142857142857143,0.0,0.0,0.07142857142857142,6.98,7.0,7.0,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,19,4.0,0.2,712.9077108699956,722.4,468.98,916.8416642495374,0.5623431176399166,0.5732348996104193,0.47439464087833566,0.6304385335068469,50.64080778903688,51.3418673555162,33.208329324436924,65.19294439560208,283.97839360399206,288.36766956385947,168.27877273916275,387.55751893301664,13.98,14.0,14.0,14.0,0.2,0.0,0.0,1.0,0.027142857142857142,0.0,0.0,0.07142857142857142,6.99,7.0,7.0,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,20,4.0,0.2,741.4492097426265,744.25,457.19,973.13,0.558916701135221,0.5614874628119002,0.4817103058605593,0.6362794320101981,52.681199488191425,52.877997153174064,32.35187000679156,69.26890636156563,293.0959692119512,277.93829740678336,161.11973648886658,405.463070570406,13.98,14.0,14.0,14.0,1.14,1.0,0.0,2.0,0.02857142857142857,0.0,0.0,0.07142857142857142,6.99,7.0,7.0,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,21,4.0,0.2,755.3730132075033,775.35,512.3,967.45,0.5534901362535802,0.5636046562817039,0.470681572159517,0.6104041400056108,53.67847016098059,55.10288260938235,36.29153564520586,68.854442168757,309.3019552738123,302.41609492375767,198.97199387427725,417.7527418547893,13.96,14.0,14.0,14.0,0.66,1.0,0.0,2.0,0.02142857142857143,0.0,0.0,0.07142857142857142,6.98,7.0,7.0,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,22,4.0,0.2,767.6366854400377,785.9,475.93,1020.210875,0.5524860696462389,0.5542149624235948,0.4817442756725957,0.6150139131672503,54.55494878232243,55.85552634740658,33.74783894124189,72.61411791758616,324.7991014549684,318.3357253130011,176.6915807705399,436.0514410212656,13.96,14.0,14.0,14.0,0.2,0.0,0.0,1.0,0.027142857142857142,0.0,0.0,0.07142857142857142,6.98,7.0,7.0,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,23,4.0,0.2,792.8236804185725,796.35,580.8699990093751,1003.1915305269084,0.5509709034674174,0.5647617088950894,0.4587842057672296,0.6180281565363831,56.354777435307184,56.59612565101847,41.184790599227206,71.40191720407809,331.1277806485302,330.51598706440643,218.4365276100329,443.79455759277886,14.0,14.0,14.0,14.0,1.14,1.0,0.0,2.0,0.02857142857142857,0.0,0.0,0.07857142857142856,7.0,7.0,7.0,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,24,4.0,0.2,810.2491156519242,838.95,545.6,1086.3019897184233,0.54769205430829,0.551214410678319,0.4620971145790527,0.6272639974375762,57.601090805126155,59.653552535603446,38.66244188417383,77.3691224368324,351.0125318854488,342.7494808341302,226.78933578960942,479.2978698406858,14.0,14.0,14.0,14.0,0.66,1.0,0.0,2.0,0.007142857142857143,0.0,0.0,0.007142857142857142,7.0,7.0,7.0,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,25,4.0,0.2,826.3941070643004,862.7306826615675,560.0600000000001,1016.80868125,0.546508355632521,0.5560013879022758,0.4689255140732538,0.614757843385556,58.754896326776624,61.35004012047537,39.7224244816602,72.39107326875494,370.52128295652903,385.79017394812564,221.62511141481303,469.9726901542709,13.96,14.0,14.0,14.0,0.2,0.0,0.0,1.0,0.014285714285714285,0.0,0.0,0.07142857142857142,6.98,7.0,7.0,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,26,4.0,0.2,832.5128035636153,872.0999999999999,564.7553750000001,1114.6725000000001,0.5464327218504126,0.5441162022334681,0.46593135832915245,0.626885469673537,59.19198389361874,62.02349202524529,40.0164352214577,79.38265136597941,363.11236941853207,348.28974702204493,222.24584893257037,508.20655178774757,13.96,14.0,14.0,14.0,1.14,1.0,0.0,2.0,0.024285714285714285,0.0,0.0,0.07142857142857142,6.98,7.0,7.0,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,27,4.0,0.2,849.441049009433,848.8077376590538,612.26201875,1060.92,0.5462175919585345,0.5574051194619681,0.44166017817582864,0.6213257113113627,60.401251847551656,60.33566587822095,43.407705625206724,75.56047508261035,385.522881840584,395.9522495130367,286.70884651317016,489.18407017163065,14.0,14.0,14.0,14.0,0.66,1.0,0.0,2.0,0.018571428571428572,0.0,0.0,0.07142857142857142,7.0,7.0,7.0,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,28,4.0,0.2,883.0035504953686,905.8199999999999,607.79,1204.6728109768196,0.5377126294143407,0.5444637408712649,0.4421537803968675,0.6274788519291283,62.80282586353344,64.4056178441923,43.104802911718664,85.82973236121032,415.46484758180344,415.24078115841127,255.00651020393755,601.1730166642535,13.96,14.0,14.0,14.0,0.2,0.0,0.0,1.0,0.02,0.0,0.0,0.07142857142857142,6.98,7.0,7.0,7.0
13,fine_multiplier=4.0_audit_probability=0.2,50,29,4.0,0.2,882.1894124866623,902.65959375,605.293725,1128.711875,0.5443527267902372,0.550704583579287,0.4445397450486754,0.6269477599562296,62.7413530999379,64.19392202436654,42.91218901789573,80.36334368226511,403.6894545662602,411.65591268457786,273.53954450674,546.8377409325096,13.98,14.0,14.0,14.0,1.14,1.0,0.0,2.0,0.02142857142857143,0.0,0.0,0.07142857142857142,6.99,7.0,7.0,7.0
14,fine_multiplier=4.0_audit_probability=0.5,50,0,4.0,0.5,88.876,89.05,75.26,100.73,0.25497115484608157,0.25586079053186517,0.1934081629218094,0.3312488270769687,6.220800136862674,6.2299605551642205,5.244618502797588,7.081021653236398,9.14344,8.99,7.3389999999999995,10.636000000000001,13.5,14.0,13.0,14.0,1.9,2.0,1.9,2.0,0.04285714285714286,0.0,0.0,0.14285714285714285,6.75,7.0,6.5,7.0
14,fine_multiplier=4.0_audit_probability=0.5,50,1,4.0,0.5,123.634,119.35,94.39,159.98,0.4551931442906769,0.455009778624939,0.3943985829013343,0.5201464778240285,8.603403427854662,8.2951607864446,6.507252026414818,11.19701339014645,14.74445248,14.562679999999999,9.642060800000001,20.083408,13.78,14.0,13.0,14.0,1.88,2.0,1.0,2.0,0.03,0.0,0.0,0.07142857142857142,6.89,7.0,6.5,7.0
14,fine_multiplier=4.0_audit_probability=0.5,50,2,4.0,0.5,175.424,172.0,132.01999999999998,222.05,0.5127786792131562,0.5170704221626184,0.42426576754241546,0.60313038768422,12.273896374679136,12.035958819521735,9.118202663304702,15.616833852316693,24.976588567408108,25.1809,14.493013600000001,33.35271759999999,13.94,14.0,14.0,14.0,1.86,2.0,1.0,2.0,0.025714285714285714,0.0,0.0,0.07142857142857142,6.97,7.0,7.0,7.0
14,fine_multiplier=4.0_audit_probability=0.5,50,3,4.0,0.5,205.926,207.39999999999998,141.64,268.15000000000003,0.5414788880644381,0.5433497440378174,0.4571395553968138,0.601245952403198,14.438260555967782,14.53946683571167,9.843670509296812,18.901518793722335,35.05918987766685,34.06912,21.07582238575,50.351035525,14.0,14.0,14.0,14.0,0.22,0.0,0.0,1.0,0.07142857142857142,0.07142857142857142,0.0,0.14285714285714285,7.0,7.0,7.0,7.0
14,fine_multiplier=4.0_audit_probability=0.5,50,4,4.0,0.5,248.626,247.29999999999998,188.63,321.42999999999995,0.5401338671370701,0.5379305854916534,0.4688429648745089,0.6234265495874037,17.488933066431464,17.39337415516146,13.189165266399124,22.679177198992825,46.862388437262936,45.33136509025,31.121860650000002,65.57811621521739,14.0,14.0,14.0,14.0,0.12,0.0,0.0,1.0,0.07428571428571429,0.07142857142857142,0.0,0.14285714285714285,7.0,7.0,7.0,7.0
14,fine_multiplier=4.0_audit_probability=0.5,50,5,4.0,0.5,297.43071725,284.45,223.92,388.14,0.526933021474517,0.5265490627763812,0.44725042928363856,0.5973434793022234,20.9815847214056,20.027174539045916,15.700334890865754,27.425692880281154,59.030462402406926,55.701838880000004,38.579354061107495,86.052974226,13.98,14.0,14.0,14.0,1.66,2.0,1.0,2.0,0.03857142857142857,0.0,0.0,0.07142857142857142,6.99,7.0,7.0,7.0
14,fine_multiplier=4.0_audit_probability=0.5,50,6,4.0,0.5,319.372,312.70000000000005,235.89,407.01,0.5395654111021294,0.5450729038262239,0.4605639082797049,0.6082816463262456,22.54250300873465,22.045649325247993,16.55919579935568,28.797581601377306,71.96175432913454,70.55052897487501,43.179476129444446,102.25002514695878,14.0,14.0,14.0,14.0,0.24,0.0,0.0,1.0,0.045714285714285714,0.07142857142857142,0.0,0.07857142857142856,7.0,7.0,7.0,7.0
14,fine_multiplier=4.0_audit_probability=0.5,50,7,4.0,0.5,350.86233599999997,345.28465,251.92,462.6099999999999,0.5448573150912954,0.5478186279709137,0.4630037672692528,0.620498463755506,24.78916677102578,24.409911688611707,17.703868950810545,32.80277159645882,85.05830219278839,82.11898904773045,52.0389500819906,130.6593512923759,14.0,14.0,14.0,14.0,0.08,0.0,0.0,0.0,0.04714285714285714,0.07142857142857142,0.0,0.07857142857142856,7.0,7.0,7.0,7.0
14,fine_multiplier=4.0_audit_probability=0.5,50,8,4.0,0.5,393.94599999999997,377.35,289.91999999999996,492.9,0.5390338067624502,0.5297157040132261,0.45956107370444377,0.6178583374296545,27.869483096618776,26.712362493985594,20.468023593758343,34.90516884529509,97.93779753278599,93.2147211467327,63.53743392484996,139.39631588900124,14.0,14.0,14.0,14.0,1.62,2.0,1.0,2.0,0.032857142857142856,0.0,0.0,0.07142857142857142,7.0,7.0,7.0,7.0
14,fine_multiplier=4.0_audit_probability=0.5,50,9,4.0,0.5,422.06,416.7,305.16999999999996,531.18,0.5462553956620858,0.5420774261471093,0.46494696436626753,0.6312583564392199,29.874015159311814,29.47351927393109,21.529207620989805,37.69472696509123,116.34869872493968,109.65383456114495,72.39267509338396,161.23431836041016,14.0,14.0,14.0,14.0,0.3,0.0,0.0,1.0,0.015714285714285712,0.0,0.0,0.07142857142857142,7.0,7.0,7.0,7.0
